ISBN,Book-Title,Book-Author
0812500482,The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time),Robert Jordan
0345449835,Martyrs' Crossing: A Novel (Ballantine Reader's Circle),Amy Wilentz
0743448219,The Four Feathers,A.E.W. Mason
0307301443,Disney's Aladdin Magic Carpet Ride (Little Golden Book),Teddy Slater Margulies
0877797080,Merriam Webster's Collegiate Dictionary,Webster
0060907010,Innocent Erendira and Other Stories,Gabriel Garcia Marquez
0060928778,"Full Woman, Fleshly Apple, Hot Moon: Selected Poems of Pablo Neruda",Stephen Mitchell
017443460X,King Lear (3rd Series),William Shakespeare
0300001762,Long Day's Journey Into Night,Eugene Gladstone O'Neill
0877734518,LITTLE COURSE IN DRMS,ROBERT BOSNAK
0099163926,Killing Critics,Carol O'Connell
8804470895,Mese Con Montalbano,Andrea Camilleri
0446528404,The Fall of Light,Niall Williams
0679436154,The Diagnosis,Alan P. Lightman
0862321107,Woman at Point Zero,Nawal El Saadawi
0449215482,The Silk Vendetta,Victoria Holt
0812576063,Irish Love (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley
0345252888,Rendezvous with Rama,Clarke C.
0380708566,The Fool's Progress: An Honest Novel,Edward Abbey
0394574753,"The Crossing (Border Trilogy, Vol 2)",Cormac McCarthy
0671619055,FLOOD : Mississippi 1927,Andrew Vachss
0679423907,"Cities of the Plain : A Novel (Border Trilogy, V. 3.)",Cormac McCarthy
0679728740,Child of God (Vintage International),Cormac McCarthy
0679728759,"Blood Meridian, Or, the Evening Redness in the West",Cormac McCarthy
0679736328,Suttree (Vintage Contemporaries),Cormac McCarthy
0684852683,Dreams Of My Russian Summers: A Novel,Andrei Makine
0345293568,Beloved,Bertrice Small
0345378881,The Reckoning,SHARON KAY PENMAN
0373288697,"Highland Heaven (Harlequin Historical, No 269)",Ruth Langan
0380017601,Love Story,Erich Segal
0380815249,The Bride Bed (Avon Romantic Treasure),Linda Needham
0440205204,A Vision of Light,Judith Merkle Riley
0440211077,Keeper of the Dream,Penelope Williamson
050552337X,Rejar (Timeswept),Dara Joy
0505524899,George &amp; the Virgin,Lisa Cach
0525946497,Bubbles in Trouble,Sarah Strohmeyer
0553264125,The Elk-Dog Heritage (Spanish Bit Saga : Book 2),Don Coldsmith
0553273442,Moon of Thunder (Spanish Bit Saga of the Plains Indians),Don Coldsmith
0670850543,The Oracle Glass,Judith Merkle Riley
0812545397,"The Shadow of Albion (Carolus Rex, Book 1)",Andre Norton
0843104287,Murphy's Law and Other Reasons Why Things Go Wrong,"Arthur, Bloch"
0843946229,The Black Knight,Connie Mason
084395048X,Lair of the Lion,Christine Feehan
1587493705,One Heart One Way,Cornelia Amiri
226612515X,Ne Le Dis a Personne,Harlan Coben
2290312924,"Le Cycle d'Ender, tome 2 : La Voix des morts",Scott Card Orson
0142003794,"Dearest Dorothy, Are We There Yet? (Baumbich, Charlene Ann, Dearest Dorothy, Bk. 1.)",Charlene Ann Baumbich
014035008X,Little Women (Puffin Classics),Louisa M. Alcott
0786865512,"The Mummy Congress : Science, Obsession, and the Everlasting Dead",Heather Pringle
0486200701,Book of Tea,K. Okakura
0671876775,Winning Colors,Elizabeth Moon
3462023020,TrÃ?Â¤nen im Aquarium. Ein Kurzausflug ans Ende des Verstandes.,Harald Schmidt
3462023845,"Zieh dich aus, du alte Hippe.",Helge Schneider
3492107001,Die Entdeckung Der Langsamkeit,Sten Nadolny
3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend.,Hermann Hesse
3548600808,Elementarteilchen.,Michel Houellebecq
0140443223,The Mabinogion (Penguin Classics),Jeffrey Gantz
0460877305,The King Amaz'D: A Chronicle (Everyman's Library (Paper)),Gonzalo Torrente Ballester
0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley
0765343266,Son of the Shadows (The Sevenwaters Trilogy),Juliet Marillier
0765345013,Child of the Prophecy : Book Three of the Sevenwaters Trilogy (The Sevenwaters Trilogy),Juliet Marillier
0930289234,Watchmen,Alan Moore
8420484385,Memorial Del Convento,Jose Saramago
038071339X,The Monkey Wrench Gang,Edward Abbey
0425192938,Pattern Recognition,William Gibson
0345443993,"The Dragon Queen (Tales of Guinevere, Book 1)",ALICE BORCHARDT
0345448928,"The Fifth Sorceress (Chronicles of Blood and Stone, Book 1)",ROBERT NEWCOMB
0688160042,Dark Lord of Derkholm,Diana Wynne Jones
0060197005,Stonehenge: 2000 B.C.,Bernard Cornwell
0517189186,"The Clan of the Cave Bear (Earth's Children Series , No 1)",Jean M. Auel
0679450041,The Amazing Adventures of Kavalier &amp; Clay: A Novel,Michael Chabon
0440159407,Murder At Hazelmoor,Agatha Christie
0553099558,My Point - And I Do Have One,Ellen Degeneres
0749932058,Ex-appeal,Zoe Barnes
1853260185,Othello (Wordsworth Classics),William Shakespeare
1853260797,The Taming of the Shrew,William Shakespeare
0006471641,To play the king,Michael Dobbs
0671010212,The Ramses 2: the Temple of a Million Years (Ramses),Christian Jacq
088029261X,Complete Sherlock Holmes,Arthur Conan Doyle
0316845221,Do What You Are,Paul D. Tieger
0373440685,"Kidnapped?; I Got You, Babe (Harlequin Duets, 2)",Jacqueline Diamond
0451199537,Jack of Hearts (Lords of Love),Marjorie Farrell
0451139771,Night Shift,Stephen King
067987707X,The Berenstain Bears Count Their Blessings (First Time Books),STAN BERENSTAIN
0060812494,Native Son: And How Bigger Was Born,Richard Wright
0345442636,The Silent Gondoliers: A Fable,William Goldman
0425089770,Dinner Homesick Rest,Anne Tyler
042515954X,Bad Haircut: Stories of the Seventies,Tom Perrotta
0425171590,Barney Fife and Other Characters I Have Known,Don Knotts
0446329894,If Tomorrow Comes,Sidney Sheldon
0446613061,A Thousand Country Roads,Robert James Waller
0451205758,The Matter of Grace (Nal Accent Novels),Jessica Barksdale Inclan
0525945431,Katie.Com: My Story,Katherine Tarbox
0671738623,DELUSIONS OF GRANDMA : DELUSIONS OF GRANDMA,Angela Fisher
0679750789,The Tightwad Gazette II: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans
0786864087,Stigmata,Phyllis Alesia Perry
0816725594,Secret Garden (Watermill Classic),Frances Hodgson Burnett
0894808850,Jewish As a Second Language,Molly Katz
0967378508,Growing Up Brady : I Was a Teenage Greg,Barry Williams
1569472025,Moab Is My Washpot: An Autobiography,Stephen Fry
1573226491,The Man in the Box,Thomas Moran
1573227226,Lambs of God,Marlene Day
1573228230,Sleeping Arrangements,Laura Shaine Cunningham
0618344586,If Nobody Speaks of Remarkable Things,Jon McGregor
0312932804,Welcome to Temptation (Jennifer Crusie 2004),Jennifer Crusie
0345440412,Magnolia Creek,JILL MARIE LANDIS
0373226845,"Gypsy Magic (Harlequin Intrigue, No. 684)",Rebecca York
0373245327,Showdown!  (Seven Devils),Laurie Paige
0373259883,"A Shameless Seduction  (Heat) (Harlequin Temptation, No. 888)",Janelle Denison
0373293046,The Engagement (Harlequin Historical Series),Kate Bridges
0373691327,Engaging Alex  (Single in the City),Kristin Gabriel
0373764634,"Expecting Brand's Baby (Silhouette Desire, No. 1463)",Emilie Rose
0373765223,Expecting the Cowboy's Baby,Charlene Sands
0373765401,"Lonetree Ranchers: Morgan (Silhouette Desire, 1540)",Kathie Denosky
0373765592,"Remembering One Wild Night (Silhouette Desire, 1559)",Kathie Denosky
0373790376,"A Wicked Seduction (Midnight Fantasies) (Blaze, 33)",Janelle Denison
0373790651,"The Ultimate Seduction (Harlequin Blaze, No 61)",Janelle Denison
0373791151,"Yours To Seduce : Women Who Dare (Harlequin Blaze, 111)",Karen Anders
0373791232,"Mine To Entice (Harlequin Blaze, No. 119)",Karen Anders
0373835760,Men of Courage,Donna Kauffman
0373836015,Fallen Angels (Harlequin Single Title),Lori Foster
0380776839,It Had to Be You,Susan Elizabeth Phillips
0380776847,"Heaven, Texas",Susan Elizabeth Phillips
0380820560,Off Limits,Michele Albert
0385334621,The Greatest Generation,TOM BROKAW
0505525364,The Babe Magnet,Robin Wells
0515131733,The Winston Brothers,Lori Foster
0515136298,When a Texan Gambles,Jodi Thomas
0525946500,Charleston,John Jakes
0553295349,Lucky's Lady,Tami Hoag
0553802747,Hot Ice,NORA ROBERTS
0671010085,One Pink Rose (Clayborne Brides),Julie Garwood
0671019708,After The Night,Linda Howard
0671447483,PIONEER WOMEN,Joanna Stratton
0671676385,Caroline And The Raider,Linda Lael Miller
0743422740,Shotgun Bride (McKettrick Cowboys),Linda Lael Miller
0778320294,Mimosa Grove (Mira),Dinah McCall
0804107904,Lacy,Diana Palmer
082177512X,Say No to Joe?,Lori Foster
0843946172,"Frankly, My Dear (Timeswept)",Sandra Hill
0843949546,Walker's Widow,Heidi Betts
0843950307,Callie's Convict,Heidi Betts
1551664291,"Kane (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake
8401479436,El Color De La Magia,Terry Pratchett
847223682X,LA Insoportable Levedad Del Ser/the Unbearable Lightness of Being,Milan Kundera
9681500954,Lobo estepario,Hermann Hesse
9681501225,Siddharta (Mexican Edition),Hermann Hesse
0312874766,"Domain (Alten, Steve. Domain Series, Bk. 1.)",Steve Alten
0425165396,Chile Death: A China Bayles Mystery (China Bayles Mysteries (Hardcover)),Susan Wittig Albert
0679729577,Friend of My Youth: Stories (Vintage Contemporaries),Alice Munro
0770420451,The Diviners,Laurence
0771091044,As for Me and My House (Canadian Centenary Series),Ross
0800871863,Silence,Shusaku Endo
0802812201,Descent into Hell,Charles Williams
0553571745,The Crystal Star (Star Wars (Random House Paperback)),Vonda N. McIntyre
0618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer
0679444920,Paris to the Moon,Adam Gopnik
014130975X,The Blue Sword,Robin McKinley
0380978512,The Fulfillment,Lavyrle Spencer
0385314574,Ember from the Sun,Mark Canter
0440202477,Sleeping Tiger,ROSAMUNDE PILCHER
0451202791,Miss Westlake's Windfall (Signet Regency Romance),Barbara Metzger
051509160X,Hummingbird,Lavyrle Spencer
055311073X,Follow the Stars Home,Luanne Rice
0590554093,"Tris's Book (Circle of Magic, 2)",Tamora Pierce
0671697862,"Divided Allegiance (The Deed of Paksenarrion, Book 2)",Elizabeth Moon
0679801111,In the Hand of the Goddess (Song of the Lioness (Paperback)),Tamora Pierce
067980112X,The Woman Who Rides Like a Man (Song of the Lioness (Paperback)),Tamora Pierce
0688142877,Say You Love Me,Johanna Lindsey
0312269587,"Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet",Elliott Hester
0451207386,Brainwaves,Leonard Goldberg
0312251947,Naked Came the Phoenix: A Serial Novel,Marcia Talley
0425171485,The Last Judgement (Art History Mystery),Iain Pears
0060084456,Chasing Rumi: A Fable About Finding the Heart's True Desire,Roger Housden
0060536683,The Not-So-Perfect Man,Valerie Frankel
0061042935,Everywhere That Mary Went,Lisa Scottoline
0140245162,Nice Girls Finish Last (Viking Mystery Suspense),Sparkle Hayter
0312263899,"A Short History of Rudeness: Manners, Morals, and Misbehavior in Modern America",Mark Caldwell
0316558400,The Year 1000: What Life Was Like at the Turn of the First Millennium : An Englishman's World,Robert Lacey
0345412885,The Truth Machine,James L. Halperin
0374192030,The Lexus and the Olive Tree,Thomas L. Friedman
0375705457,Camp Concentration,Thomas M. Disch
0385474903,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William R. Maples
0393323145,The Seven Daughters of Eve,Bryan Sykes
0449147606,Mrs. Pollifax and the Whirling Dervish,Dorothy Gilman
0451194039,The Thief Who Couldn't Sleep: An Evan Tanner Novel (Evan Tanner Mysteries),Lawrence Block
0465072690,Words and Rules: The Ingredients of Language (Science Masters Series),Steven Pinker
0553097172,My Lucky Stars: A Hollywood Memoir,Shirley MacLaine
0671617044,BURGLAR IN CLOSET,Lawrence Block
0679740392,The Evolution of Useful Things: How Everyday Artifacts-From Forks and Pins to Paper Clips and Zippers-Came to be as They are,Henry Petroski
0679772685,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen
0684813025,CITY LIFE : Urban Expectations In A New World,Witold Rybczynski
073820675X,"Flatterland: Like Flatland, Only More So",Ian Stewart
0743203178,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose
0743219600,Shroud for a Nightingale,P.D. James
0786889535,A Trouble of Fools,Linda Barnes
0812564669,Household Gods,Judith Tarr
0871564300,Material World: A Global Family Portrait,Peter Menzel
0932592198,The World's Tackiest Postcards,Klutz Press
0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters
1400032237,Searching for Hassan: A Journey to the Heart of Iran,Terence Ward
1400060400,Funny in Farsi : A Memoir of Growing Up Iranian in America,FIROOZEH DUMAS
1565123301,The Jew Store,Stella Suberman
840124224X,Cronica de Una Muerte Anunciada,Gabriel Garacia Marquez
846630679X,La caverna = A caverna,Jose Saramago
0449906353,Pentecost Alley,Anne Perry
0880385359,"The Crystal Shard (Forgotten Realms: The Icewind Dale Trilogy, Book 1)",R. A. Salvatore
088038901X,"The Halfling's Gem (Forgotten Realms: The Icewind Dale Trilogy, Book 3)",R. A. Salvatore
044010047X,After the Reunion,Rona Jaffe
0765301571,The Butlerian Jihad (Dune Series),Brian Herbert
1571458506,Uncle John's Bathroom Reader Plunges into the Universe (Bathroom Reader Series),Bathroom Readers Hysterical Society
0553205315,Road to Gandolfo,Robert Ludlum
0307115399,Too Many Jellybeans (A Golden Little Look-Look Book),KATE GLEESON
0373835353,Bedazzled,Jayne Ann Krentz
0446610941,Misfortune,Nancy Geary
0671747150,Fancy Pants,Susan Elizabeth Phillips
0192815431,Wuthering Heights (World's Classics),Emily Bronte
0743236009,"Sex, Drugs, and Cocoa Puffs : A Low Culture Manifesto",Chuck Klosterman
067187120X,SEE I TOLD YOU SO,"Rush H., III Limbaugh"
0140244042,The Origins of Virtue (Penguin Press Science S.),Matt Ridley
0312860137,The Black Cat,Robert Poe
0425171892,Pay the Devil,Jack Higgins
0446531391,The Breathtaker (Today Show Book Club #19),Alice Blanchard
0061053716,Imajica,Clive Barker
0061097500,Katastrophe,Randall Boyll
0064409430,"The Magician's Nephew (The Chronicles of Narnia, Book 1, Full-Color Collector's Edition)",C. S. Lewis
0140257349,"Haunted Places: The National Directory : Ghostly Abodes, Sacred Sites, Ufo Landings, and Other Supernatural Locations",Dennis William Hauck
0142300675,Dreamland,Sarah Dessen
0307987981,Pooh and the Dragon (Little Golden Book),Ann Braybrooks
0345412087,"Striking the Balance (Worldwar Series, Volume 4)",HARRY TURTLEDOVE
0553575406,Murder on the Prowl,RITA MAE BROWN
0671578987,The ROYALS  CASSETTE,Kitty Kelley
0696211823,Mary Engelbreit Christmas Ideas Make Good Cheer,Mary Engelbreit
0886775132,Jaran (Daw Book Collectors),Kate Elliott
0886775469,An Earthly Crown (Earthly Crown),Kate Elliott
0894800825,Dancing Cats and Neglected Murderesses,Edward St. John Gorey
1566400201,Dreams of Childhood: Postcard Book,Pomegranate Publishers
0440418569,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN
0373483546,Calhoun Women: Catherine And Amanda (The Calhoun Women),Nora Roberts
0671774654,The Wild One,Melinda Metz
0312253397,Hong Kong: A Jake Grafton Novel,Stephen Coonts
0312974507,China Sea (A Dan Lenson Novel),David Poyer
0380721228,Tell Me No Secrets,Joy Fielding
0380732831,Fallout,James Huston
042512164X,Capital Crimes,Lawrence Sanders
0425193764,"Changing of the Guard (Net Force, 8)",Steve Perry
0449000877,Naked Justice,William Bernhardt
0451173082,Against the Wind,J. F. Freedman
0451179900,Key Witness,J. F. Freedman
0451410130,Spy Dance,Allan Topol
0671023179,TERM LIMITS,Vince Flynn
0671023209,Transfer of Power,Vince Flynn
0671023225,The Einstein Papers,Craig Dirgo
0671036556,Wait Until Dark,Andrea Kane
078688908X,Chain of Evidence,Ridley Pearson
0786889284,Beyond Recognition,Ridley Pearson
0970472994,Anne Tyler: Three Complete Novels: A Patchwork Planet * Ladder of Years * Saint Maybe,Anne Tyler
2253097829,Le Premier Siecle Apres Beatrice,Amin Maalouf
0679435204,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott
0385720254,The Unabridged Journals of Sylvia Plath,Sylvia Plath
0425114236,Accidental Tourist,Anne Tyler
068803036X,The Cider House Rules,John Irving
0140381848,Death Walks Tonight: Horrifying Stories,Anthony Horowitz
0380724693,Time for Andrew (Avon Camelot Books (Paperback)),Mary Downing Hahn
0671722719,Julius Caesar,William Shakespeare
0671881884,COYOTE BLUE,Christopher Moore
0316158461,The Archivist : A Novel,Martha Cooley
0679734570,The Golden Gate: A Novel in Verse,Vikram Seth
0761129758,Amazing Gracie: A Dog's Tale,Dan Dye
0892967641,Slow Dollar (Deborah Knott Mysteries (Hardcover)),Margaret Maron
0425123456,Frequent Flyer (Kinky Friedman Novels (Paperback)),Kinky Friedman
0452283949,Lucky Wander Boy,D. B. Weiss
0146000595,Let Them Call It Jazz and Other Stories (Penguin 60s S.),Jean Rhys
0553214497,Jo's Boys,Louisa May Alcott
006019538X,LA Cucina: A Novel of Rapture,Lily Prior
0345433173,The Tall Pine Polka,Lorna Landvik
0440227704,Many Waters (Laurel Leaf Books),Madeleine L'Engle
0451128389,Christine,Stephen King
0446523089,The Secret of Shambhala : In Search of the Eleventh Insight,James Redfield
0446674575,The Tenth Insight : Holding the Vision (Celestine Prophecy),James Redfield
0310209307,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,Lee Strobel
0786888067,The Snow Garden : A Novel,Christopher Rice
0399147055,The Fourth Angel,Suzanne Chazin
0684865181,The Seat of the Soul,Gary Zukav
0786861363,Knee Deep in Paradise,Brett Butler
038078775X,Staying Cool,Catherine Todd
0525938028,A Case of Need,Michael Crichton
0688105548,Grievous Sin: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman
0789423936,Decorating Hints &amp; Tips: More Than 2000 Practical Solutions to Help You Improve Your Home,Julian Cassell
0872860051,The First Third &amp; Other Writings,Neal Cassady
0375703675,Dear Exile : The True Story of Two Friends Separated (for a Year) by an Ocean,HILARY LIFTIN
0821772279,Realm of Shadows,Shannon Drake
0425166171,The Bishop and the Three Kings: A Blackie Ryan Mystery (Blackie Ryan Novels),Andrew M. Greeley
0452276594,Natural Childbirth the Bradley Way,Susan McCutcheon
0439099390,The Secret Garden,Frances Hodgson Burnett
0553213687,The Wind in the Willows (Bantam Classics),KENNETH GRAHAME
0671543105,JULIUS CAESAR,William Shakespeare
0671606859,If There Be Thorns (Dollanganger Saga),V. C. Andrews
0671606867,MY SWEET AUDRINA,V. C. Andrews
0771099886,A Jest of God,MARGARET LAURENCE
039914062X,Freedom's Landing,Anne McCaffrey
034539044X,Rose,Martin Cruz Smith
0452284554,Riding the Bus With My Sister: A True Life Journey,Rachel Simon
0525944001,The Magician's Wife,Brian Moore
0553381636,"Fish, Blood and Bone",Leslie Forbes
0679751114,Hotel Pastis : A Novel of Provence,PETER MAYLE
0679762698,Encore Provence: New Adventures in the South of France (Vintage Departures),Peter Mayle
1577780728,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus, the Ultimate Jesus Freaks",DC Talk
0886777828,"The Dreaming Tree: The Dreamstone, the Tree of Swords and Jewels",C. J. Cherryh
0192835106,Mary Barton (Oxford World's Classics),Elizabeth Gaskell
0380017962,Dona Flor and Her Two Husbands,Jorge Amado
0788789821,The Hobbit,J. R. R. Tolkien
0140622144,To the Lighthouse (Penguin Popular Classics),Virginia Woolf
0192834134,To the Lighthouse,Virginia Woolf
2070360105,"Chute (Folio, No 10)",Albert Camus
2070513289,Le Petit Prince (The Little Prince) in French,Antoine De Saint-Exupery
2246376319,L'Amour aux temps du cholÃ?Â©ra,Gabriel Garcia Marquez
2253152846,Metaphysique Des Tubes,Amelie Nothomb
2258061474,Parlez-vous le Jean-Claude ?,Dominique Duforest
2266047450,LA Part Des Tenebres/the Dark Half,Stephen King
2290308285,"Le Cycle d'Ender, tome 1 : La StratÃ?Â©gie Ender",Scott Card Orson
2290309923,Ceux qui vont mourir te saluent,Fred Vargas
2290331562,Petit traitÃ?Â© de toutes vÃ?Â©ritÃ?Â©s sur l'existence,Fred Vargas
2868699065,"MÃ?Â©moires, tome 1 : Amkoullel, l'enfant peul",Amadou HampÃ?Â¢tÃ?Â© BÃ?Â¢
0440235634,Murder at Bertram's Bower (Dell Mystery),CYNTHIA PEALE
0786013109,Eternity,Tamara Thorne
0061007129,Kane &amp; Abel,Jeffrey Archer
0061007153,A Quiver Full of Arrows,Jeffrey Archer
0061059072,The Last Continent (Discworld Novels (Paperback)),Terry Pratchett
0192860925,The Selfish Gene,Richard Dawkins
0345405013,The Proud Tower: A Portrait of the World Before the War 1890-1914,Barbara W. Tuchman
0375761381,"Alice's Adventures in Wonderland: And, Through the Looking-Glass and What Alice Found There (Modern Library Classics)",Lewis Carroll
0385605145,Bill Bryson African Diary,Bill Bryson
0425173739,Death on the Nile (Hercule Poirot Mysteries (Paperback)),Agatha Christie
0452284244,Animal Farm: A Fairy Story,George Orwell
0679873937,Babe: The Gallant Pig,DICK KING-SMITH
0004701674,Collins Gem Sas Survival Guide (Collins Gem),John Wiseman
8807816806,Spiriti,Stefano Benni
0876120796,Autobiography of a Yogi,P. Yogananda
0941483029,Memory Board,Jane Rule
0060523794,Who Says Elephants Can't Dance? Inside IBM's Historic Turnaround,Louis V. Gerstner Jr.
0226743446,"A Division of Spoils (Repr of 1975 Ed) (Raj Quartet/Paul Scott, 4) (Phoenix Fiction)",Paul Scott
157673577X,Danger In The Shadows,Dee Henderson
0553582836,Diamond in the Ruff,Emily Carmichael
0399142452,Kat Scratch Fever,Karen Kijewski
0399147632,The Music of the Spheres,Elizabeth Redfern
0684848465,Cold Hit (Alexandra Cooper Mysteries (Hardcover)),Linda Fairstein
0679886222,The Boy Who Lost His Face,LOUIS SACHAR
0743442245,The Road to Perdition,Max Allan Collins
0312421818,The Book of Illusions: A Novel,Paul Auster
0060508205,Traci Lords: Underneath It All,Traci Lords
0385334672,His Bright Light : The Story of Nick Traina,DANIELLE STEEL
0345428196,Outfoxed,Rita Mae Brown
0060509546,Tropic of Night,Michael Gruber
0060544260,Stone Garden : A Novel,Molly Moynahan
0345354249,The Dragonlover's Guide to Pern,Jody Lynn Nye
0374526222,"Manifesta: Young Women, Feminism, and the Future",Jennifer Baumgardner
0393313964,Girl With Curious Hair (Norton Paperback Fiction),David Foster Wallace
0778320448,The Shop On Blossom Street,Debbie Macomber
1582342644,"Urban Tribes: A Generation Redefines Friendship, Family, and Commitment",Ethan Watters
0373196660,Pregnant By The Boss!,Carol Grace
0785270493,Seven from Heaven: The Miracle of the McCaughey Septuplets,Kenny McCaughey
1558747966,Chicken Soup for the Expectant Mother's Soul,Jack Canfield
0451410440,Under the Color of the Law,Michael McGarrity
0142000078,"Mean Genes: From Sex to Money to Food, Taming Our Primal Instincts",Terry Burnham
0451199928,A Caribbean Mystery (Miss Marple Mysteries (Paperback)),Agatha Christie
1880418568,"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King
0440402255,"Too Cute for Words (Pen Pals, No 2)",Sharon Dennis Wyeth
0590424009,Five True Horse Stories,Margaret Davidson
0871238039,"The heather hills of Stonewycke (The Stonewycke trilogy / Michael Phillips, Judith Pella)",Michael R Phillips
0007170866,The Bride Stripped Bare,Anonymous
0452279259,"Hot Chocolate for the Mystical Soul: 101 True Stories of Angels, Miracles, and Healings",Arielle Ford
0380708353,Butterfly,Kathryn Harvey
051754489X,The Valley of Horses (Earth's Children),Jean M. Auel
074342803X,Eager to Please,Julie Parsons
0765301075,The Forge of God,Greg Bear
0671746936,FIRST WIVES CLUB,Olivia Goldsmith
0671798057,MONEY DOESN'T GROW ON TREES : A PARENT'S GUIDE TO RAISING FINANCIALLY RESPONSIBLE CHILDREN,Neale S. Godfrey
0842332294,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim LaHaye
0842332308,"The Remnant: On the Brink of Armageddon (Left Behind, 10)",Tim F. Lahaye
0679725318,Invitation to a Beheading (Vintage International (Paperback)),Vladimir Vladimirovich Nabokov
044022179X,Dirty White Boys,Stephen Hunter
0871961296,World Religions: From Ancient History to the Present,Geoffrey Parrinder
0380820056,Stuck on You (Avon Romance),Patti Berg
0446523186,Belladonna: A Novel of Revenge,Karen Moline
0345314867,The Summer of Katya,Trevanian
0671016997,Boundary Waters (Mysteries &amp; Horror),William Kent Krueger
006018552X,To Cut a Long Story Short,Jeffrey Archer
0140430105,Emma (Penguin Classics),Jane Austen
0380898179,So Worthy My Love,Kathleen E. Woodiwiss
0385418868,The Power of Myth,Joseph Campbell
0446356573,A Stranger in the Mirror,Sidney Sheldon
0553094416,The Scorpio Illusion,Robert Ludlum
0553561359,Lovers,Judith Krantz
0061057797,The Dragon and the Unicorn,A. A. Attanasio
0441006353,"The Crystal Eye (LucasFilm's Alien Chronicles, Book 3)",Deborah Chester
0763623296,Dr. Ernest Drake's Dragonology: The Complete Book of Dragons,Ernest Drake
006016767X,Sacred Clowns,Tony Hillerman
0449908623,Guardian,John Saul
0743249925,The Bookman's Promise : A Cliff Janeway Novel (Cliff Janeway Novels (Hardcover)),John Dunning
0140707107,The Taming of the Shrew (New Penguin Shakespeare),William Shakespeare
0451521250,The Tempest (Signet Classic Shakespeare Series),William Shakespeare
3426619113,Ein Ort fÃ?Â¼r die Ewigkeit.,Val McDermid
0671855670,Popcorn,Ben Elton
0671656570,MY SWEET AUDRINA,V. C. Andrews
0575072563,Debt of Bones,Terry Goodkind
0140238026,The Complete Book of Herbs,Lesley Bremness
0394548108,STRY SHIPWRCKED SAILOR,GABRIEL GARCIA MARQUEZ
0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ
0553346326,Infant Massage: A Handbook for Loving Parents,Vimala Schneider McClure
0670834378,The Complete Book of Spices: A Practical Guide to Spices and Aromatic Seeds,Jill Norman
0738702269,Cunningham's Encyclopedia of Wicca in the Kitchen,Scott Cunningham
076073321X,House Magic: A Guide to Bringing Grace to Your Space,Ariana
0764552503,Cooking for Dummies,Bryan  Miller
0965260313,Super Baby Food,Ruth Yaron
1564586464,Eyewitness Travel Guide to France,Rosemary Bailey
1567187196,"Halloween: Customs, Recipes &amp; Spells",Silver RavenWolf
1584790830,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown
344235272X,Der Ruf der Trommel.,Diana Gabaldon
0395739829,Sabbath's Theater,Philip Roth
0399145052,Bagombo Snuff Box: Uncollected Short Fiction,Kurt Vonnegut
3423123869,Das Schlimmste kommt noch oder Fast eine Jugend.,Charles Bukowski
0380002078,Letters to Karen,Charlie W. Shedd
0435905554,So Long a Letter (African Writers Series),Mariama Ba
0441001947,Sweet Myth-Tery of Life,Robert Asprin
0671517422,Star Trek Generations (Star Trek The Next Generation),J. M. Dillard
0843949996,Shadow Dreams,Elizabeth Massie
1568302894,Creating Killer Web Sites: The Art of Third-Generation Site Design,David Siegel
0452278988,Love Warps the Mind a Little,John Dufresne
0553347233,The Beet Queen,Louise Erdrich
067181785X,BK COMMON PRAYER,Joan Didion
067943853X,Of Love And Other Demons,GABRIEL GARCIA MARQUEZ
0684863340,The Catastrophist : A Novel,Ronan Bennett
0684867982,Wild Life : A Novel,Molly Gloss
087113652X,Indian Killer,Sherman Alexie
3442429609,Denn bitter ist der Tod.,Elizabeth George
0451175751,Bram Stoker's Dracula,Fred Saberhagen
055356854X,Invisible Darkness: The Strange Case of Paul Bernardo and Karla Homolka,Stephen Williams
0671709178,ANGEL CHILD,Jacqueline Austin
0140253580,Therapy,David Lodge
